action,record_type,record_uuid,size_bytes,num_endpoints,num_config_rules,num_constraints,num_sub_services,num_sub_slices,time_requested,time_replied,time_notified,exec_time,event_delay
update,device,c596e0aa-a810-4b87-9228-565ffef37fd1,63923,38,44,,,,1685550395.7993546,1685550398.6450443,1685550398.635395,2.8456897735595703,2.836040496826172
update,device,c596e0aa-a810-4b87-9228-565ffef37fd1,51041,24,42,,,,1685550848.3138278,1685550851.0931075,1685550851.0792415,2.7792797088623047,2.765413761138916
create,link,dfedf91f-272e-4381-8d43-406b1740cc43,741,2,,,,,1685550398.6454697,1685550400.8843544,1685550400.8841236,2.238884687423706,2.2386538982391357
create,device,07f42867-85af-4567-a785-7bc866a07f22,51375,40,28,,,,1685550400.9049487,1685550403.7164683,1685550403.6786172,2.8115196228027344,2.7736685276031494
delete,link,50a0aedf-31d7-4e5a-9c8e-0c4554999141,741,2,,,,,1685550403.7168143,1685550405.9988961,1685550406.0008411,2.2820818424224854,2.284026861190796
get,service,1c96b51c-6854-4198-9911-9044e0362420,9251,2,5,3,,,1685550406.0003273,1685550406.1377404,,0.13741302490234375,
get,service,1c96b51c-6854-4198-9911-9044e0362420,10105,2,5,3,,,1685550922.0434058,1685550922.1751986,,0.13179278373718262,
get,service,1c96b51c-6854-4198-9911-9044e0362420,8966,2,5,3,,,1685551249.625646,1685551249.7564323,,0.13078618049621582,
get,service,1c96b51c-6854-4198-9911-9044e0362420,8966,2,5,3,,,1685551338.1325896,1685551338.2636228,,0.13103318214416504,
get,service,1c96b51c-6854-4198-9911-9044e0362420,8966,2,5,3,,,1685551617.1008494,1685551617.2307167,,0.1298673152923584,
update,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,12602,2,5,3,2,1,1685550406.1486647,1685550408.6131773,1685550408.6053162,2.464512586593628,2.456651449203491
update,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,10403,2,5,3,0,2,1685551559.7114034,1685551562.243797,1685551562.1723835,2.53239369392395,2.460980176925659
get,device,5ee8f843-6ea1-48f9-a2ed-fb784a22c936,95927,12,86,,,,1685550408.6132607,1685550408.9372394,,0.3239786624908447,
create,slice,28cc7068-2a31-4369-b4ce-588da65eb720,10734,2,5,3,0,1,1685550411.4276521,1685550413.8777223,1685550413.8793142,2.4500701427459717,2.451662063598633
get,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685550413.8794851,1685550413.9643085,,0.0848233699798584,
get,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685550560.1132417,1685550560.1847064,,0.07146477699279785,
get,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685551058.386273,1685551058.4550903,,0.0688173770904541,
get,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685551385.4120762,1685551385.527852,,0.11577582359313965,
get,device,b7f8ac37-728f-4cfa-9410-7368e3362b47,46185,44,27,,,,1685550416.2033257,1685550416.4973128,,0.2939870357513428,
update,service,5689b23d-36b6-49eb-9173-c1e02007dac8,11526,2,5,3,,,1685550416.509656,1685550418.9600124,1685550418.9658504,2.4503564834594727,2.4561944007873535
update,service,5689b23d-36b6-49eb-9173-c1e02007dac8,8811,2,5,3,,,1685550487.172153,1685550489.568455,1685550489.5626273,2.3963019847869873,2.390474319458008
update,service,5689b23d-36b6-49eb-9173-c1e02007dac8,10015,2,5,3,,,1685550723.4660854,1685550725.920281,1685550725.918586,2.454195499420166,2.452500581741333
update,service,5689b23d-36b6-49eb-9173-c1e02007dac8,9216,2,5,3,,,1685550816.048672,1685550818.4950573,1685550818.4354737,2.446385383605957,2.3868017196655273
delete,link,20643d31-7ca0-4490-aff3-84e3dad48d43,741,2,,,,,1685550422.3310866,1685550424.5822027,1685550424.5796087,2.2511160373687744,2.2485220432281494
create,link,d271bc58-52fb-425d-8802-2f97d0dd0354,741,2,,,,,1685550424.5827913,1685550426.8293443,1685550426.8303456,2.2465529441833496,2.247554302215576
create,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,19046,29,9,,,,1685550426.8397772,1685550429.437472,1685550429.4021788,2.5976948738098145,2.562401533126831
delete,device,42aa7d03-0f2b-45e6-b994-437b9d20665f,83956,41,58,,,,1685550429.4400558,1685550432.1454666,1685550432.1299527,2.7054107189178467,2.689896821975708
delete,service,067d1016-4276-4748-9d7e-da23688878ba,10370,2,5,3,,,1685550432.147278,1685550434.5581682,1685550434.5046895,2.4108901023864746,2.3574113845825195
get,slice,28cc7068-2a31-4369-b4ce-588da65eb720,10734,2,5,3,0,1,1685550434.6281059,1685550434.7614787,,0.13337278366088867,
get,slice,28cc7068-2a31-4369-b4ce-588da65eb720,10734,2,5,3,0,1,1685550479.6280637,1685550479.7635007,,0.13543701171875,
delete,slice,8d03c0c9-548f-45ee-a67a-df52ebd76e09,10108,2,5,3,0,1,1685550434.7619572,1685550437.1305072,1685550437.1239307,2.3685500621795654,2.361973524093628
create,slice,db417fef-aa4e-4f40-b5d7-6051c2e087ce,10994,2,5,3,0,2,1685550437.137937,1685550439.5964506,1685550439.5909142,2.4585134983062744,2.452977180480957
update,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,9274,2,5,3,2,0,1685550439.6083097,1685550442.0028746,1685550441.9932015,2.3945648670196533,2.3848917484283447
update,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10028,2,5,3,0,0,1685550504.8089159,1685550507.307884,1685550507.259943,2.4989681243896484,2.4510271549224854
update,slice,7b657e0d-cbbb-4f2f-8023-eda146380715,10466,2,5,3,1,1,1685551453.4828935,1685551455.9329088,1685551455.9279323,2.4500153064727783,2.4450387954711914
create,service,f9dec2ea-1ed8-445a-8715-9ac1a79227f1,9445,2,5,3,,,1685550442.0068564,1685550444.4625957,1685550444.447972,2.4557392597198486,2.441115617752075
update,link,80b370ea-cda3-4b0d-a774-62d4e35830c5,741,2,,,,,1685550444.4631493,1685550446.7106,1685550446.7082624,2.247450590133667,2.2451131343841553
get,service,28b41cb0-1a2c-4bfd-8351-0d2e8b8b3c61,9382,2,5,3,,,1685550447.0068147,1685550447.088191,,0.08137631416320801,
create,link,a365647e-c4d2-4140-83b9-a6262413c55a,741,2,,,,,1685550447.0887926,1685550449.3379328,1685550449.33292,2.2491402626037598,2.2441275119781494
update,slice,68365487-5dd8-45c6-88e6-81395b8b03af,10796,2,5,3,2,2,1685550449.3452861,1685550451.7786105,1685550451.7742414,2.4333243370056152,2.428955316543579
update,slice,68365487-5dd8-45c6-88e6-81395b8b03af,11266,2,5,3,1,0,1685550562.5525017,1685550565.0231714,1685550565.0062444,2.470669746398926,2.453742742538452
delete,link,80b370ea-cda3-4b0d-a774-62d4e35830c5,741,2,,,,,1685550451.7789474,1685550454.0279782,1685550454.0273414,2.249030828475952,2.248394012451172
create,device,39ab7e59-56c6-4e57-bdbb-d51f371f88ba,99671,11,89,,,,1685550454.079009,1685550457.2818873,1685550457.2239091,3.20287823677063,3.14490008354187
create,slice,9b0563cd-1737-4239-b53c-d6056bcb784a,9723,2,5,3,1,0,1685550457.2984965,1685550459.7983608,1685550459.7463942,2.499864339828491,2.4478976726531982
update,device,99c37cd3-fe36-477a-ae37-50a84b7152d7,34822,8,28,,,,1685550459.8151453,1685550462.464273,1685550462.4296753,2.649127721786499,2.614530086517334
update,device,99c37cd3-fe36-477a-ae37-50a84b7152d7,80268,29,64,,,,1685550603.3608463,1685550606.403435,1685550606.3533823,3.042588710784912,2.9925360679626465
update,device,99c37cd3-fe36-477a-ae37-50a84b7152d7,24497,38,9,,,,1685550952.836601,1685550955.4728768,1685550955.4615912,2.6362757682800293,2.624990224838257
create,service,605b603c-4387-434a-ad97-26ccb39a825e,10455,2,5,3,,,1685550462.473416,1685550464.9275832,1685550464.9226809,2.454167127609253,2.4492647647857666
delete,device,98b4c1d2-b816-46b7-be50-958c0427bf3a,66235,40,48,,,,1685550464.936675,1685550467.4787347,1685550467.4677136,2.5420596599578857,2.531038522720337
delete,service,605b603c-4387-434a-ad97-26ccb39a825e,10455,2,5,3,,,1685550467.5546873,1685550469.9272065,1685550469.9239416,2.3725192546844482,2.3692543506622314
delete,slice,db417fef-aa4e-4f40-b5d7-6051c2e087ce,10994,2,5,3,0,2,1685550469.9277363,1685550472.3492625,1685550472.2897937,2.4215261936187744,2.3620574474334717
update,link,a365647e-c4d2-4140-83b9-a6262413c55a,741,2,,,,,1685550472.3496175,1685550474.5926845,1685550474.591522,2.2430670261383057,2.2419044971466064
update,device,577ed428-fb34-4498-9755-a5b0eb7924aa,30481,25,19,,,,1685550476.9878244,1685550479.626806,1685550479.6043425,2.638981580734253,2.616518020629883
update,device,577ed428-fb34-4498-9755-a5b0eb7924aa,43004,2,35,,,,1685550591.0277112,1685550593.7600775,1685550593.7560158,2.7323663234710693,2.728304624557495
get,link,55626570-a1a2-47b1-91ab-46b874877970,741,2,,,,,1685550479.763794,1685550479.8403924,,0.0765984058380127,
delete,service,1fee4ddb-78ef-42e6-8e7a-b913007c4011,8881,2,5,3,,,1685550479.8410115,1685550482.186678,1685550482.189036,2.3456664085388184,2.348024368286133
delete,device,ee8073f2-5d01-406a-9ca7-0b4dfcfab8e3,66154,9,56,,,,1685550482.1883843,1685550484.7380188,1685550484.7243059,2.5496344566345215,2.535921573638916
get,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,19046,29,9,,,,1685550484.7382042,1685550484.9277196,,0.1895153522491455,
get,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,19834,40,4,,,,1685550914.3073373,1685550914.4953208,,0.18798351287841797,
get,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,85539,42,62,,,,1685551332.9049885,1685551333.2195666,,0.3145780563354492,
get,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,58719,33,44,,,,1685551549.8434813,1685551550.113342,,0.26986074447631836,
delete,link,a365647e-c4d2-4140-83b9-a6262413c55a,741,2,,,,,1685550484.9328923,1685550487.1680388,1685550487.1663384,2.2351465225219727,2.2334461212158203
create,service,d0e54d24-d889-441e-a715-0cbad2d11fa3,7697,2,5,3,,,1685550491.825146,1685550494.2136204,1685550494.2057388,2.388474464416504,2.3805928230285645
delete,slice,e65081e8-b0b5-4a33-b5e2-2b992082f43b,9563,2,5,3,2,1,1685550494.2140882,1685550496.5746298,1685550496.5742562,2.360541582107544,2.360167980194092
create,device,525568d8-97c0-43e4-914a-76ee7812b5f4,81435,45,53,,,,1685550496.6267214,1685550499.770813,1685550499.7209685,3.1440916061401367,3.0942471027374268
create,link,222ed7f2-09a2-4e77-bf8c-695277d91ebc,741,2,,,,,1685550499.7720494,1685550502.101469,1685550502.0972588,2.3294196128845215,2.325209379196167
get,service,d821bc57-a163-475c-9d68-36fbb1fe6761,9243,2,5,3,,,1685550502.101637,1685550502.3148277,,0.21319079399108887,
create,slice,50ac303c-ff60-4178-9fe8-0f14f490e8fb,10810,2,5,3,1,1,1685550502.320301,1685550504.8047311,1685550504.8039105,2.4844300746917725,2.483609437942505
create,link,1150c44f-e2b0-4253-a0c3-99b76cc407bd,741,2,,,,,1685550507.3094447,1685550509.570104,1685550509.5581036,2.2606592178344727,2.2486588954925537
delete,service,9fae51b2-e0d6-41f4-bd58-7ce0554d961e,9794,2,5,3,,,1685550509.5706525,1685550511.9294245,1685550511.9276779,2.358772039413452,2.357025384902954
create,slice,d6a04b89-0ac3-48b6-aeb2-6458d0b46965,6936,2,5,3,0,0,1685550511.936025,1685550514.306634,1685550514.3016493,2.3706090450286865,2.36562442779541
update,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,19834,40,4,,,,1685550514.384621,1685550516.9685848,1685550516.9381785,2.5839638710021973,2.5535576343536377
update,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,85539,42,62,,,,1685550995.879246,1685550998.877951,1685550998.845862,2.9987049102783203,2.966615915298462
update,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,25434,37,9,,,,1685551382.792228,1685551385.411789,1685551385.405473,2.619560956954956,2.6132450103759766
update,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,58719,33,44,,,,1685551529.7547622,1685551532.6512415,1685551532.6352994,2.896479368209839,2.880537271499634
update,device,b94590bd-7b2f-474e-aed1-5797fd9545b5,66669,33,47,,,,1685551718.7856696,1685551721.6420565,1685551721.6278722,2.85638689994812,2.842202663421631
create,service,8d967c00-0dc9-44a8-930b-00ee1618be83,12076,2,5,3,,,1685550516.9779809,1685550519.4832637,1685550519.425702,2.5052828788757324,2.447721242904663
delete,slice,bfa726f4-bbd3-467b-bc83-86a0727a1b1f,10799,2,5,3,2,0,1685550519.4839902,1685550521.8419538,1685550521.8398185,2.3579635620117188,2.355828285217285
create,device,22a06d03-fce8-404d-a0c1-4343a65c2e6b,123576,32,96,,,,1685550521.903221,1685550525.2427413,1685550525.0624714,3.3395204544067383,3.159250497817993
update,slice,d6a04b89-0ac3-48b6-aeb2-6458d0b46965,9042,2,5,3,2,1,1685550525.2552636,1685550527.648764,1685550527.645659,2.393500328063965,2.390395402908325
update,slice,d6a04b89-0ac3-48b6-aeb2-6458d0b46965,9506,2,5,3,0,1,1685550651.163375,1685550653.5956545,1685550653.5952215,2.432279586791992,2.4318466186523438
update,service,e8fa19fc-b095-4669-a5b4-f2bbb734986e,9555,2,5,3,,,1685550527.6548903,1685550530.096194,1685550530.0956326,2.4413037300109863,2.440742254257202
update,service,e8fa19fc-b095-4669-a5b4-f2bbb734986e,9770,2,5,3,,,1685550803.8460908,1685550806.282188,1685550806.2745142,2.4360971450805664,2.4284234046936035
get,slice,d6a04b89-0ac3-48b6-aeb2-6458d0b46965,9042,2,5,3,2,1,1685550532.7292173,1685550532.8107772,,0.08155989646911621,
delete,device,b7f8ac37-728f-4cfa-9410-7368e3362b47,46185,44,27,,,,1685550532.8155334,1685550535.3899953,1685550535.328728,2.5744619369506836,2.5131945610046387
delete,link,84a7d7e6-5c4b-4923-acae-9eb8abd96862,741,2,,,,,1685550535.3905647,1685550537.6795607,1685550537.677427,2.2889959812164307,2.286862373352051
get,device,0c7f43c2-472a-472a-bf6c-7bf3f679ff1b,107029,7,91,,,,1685550537.8167381,1685550538.0758832,,0.25914502143859863,
delete,service,8d967c00-0dc9-44a8-930b-00ee1618be83,12076,2,5,3,,,1685550538.076926,1685550540.4536722,1685550540.4464095,2.37674617767334,2.369483470916748
create,device,6714973a-47d2-42ea-b3ae-d534417ef4a1,40200,44,21,,,,1685550540.471022,1685550543.1574442,1685550543.1293805,2.686422348022461,2.658358573913574
delete,device,5ee8f843-6ea1-48f9-a2ed-fb784a22c936,95927,12,86,,,,1685550543.160404,1685550545.837945,1685550545.8262174,2.6775410175323486,2.665813446044922
create,link,05f45466-19ea-481f-89f4-4ad6d56a8733,741,2,,,,,1685550545.8398275,1685550548.0848372,1685550548.0844946,2.245009660720825,2.2446670532226562
delete,link,284aff57-0ec0-4075-adbb-ea02a3ca4db8,741,2,,,,,1685550550.3261461,1685550552.5769517,1685550552.5709438,2.250805616378784,2.244797706604004
create,service,fcc06dc3-937d-498a-a486-2a4418ef58eb,9886,2,5,3,,,1685550552.5829797,1685550555.047591,1685550555.0538204,2.464611291885376,2.4708406925201416
update,service,d0e54d24-d889-441e-a715-0cbad2d11fa3,8902,2,5,3,,,1685550555.0535338,1685550557.4864738,1685550557.4709878,2.4329400062561035,2.4174540042877197
create,slice,f287822a-5841-45ae-96d1-19b38c272599,9120,2,5,3,1,1,1685550557.4935524,1685550559.8971574,1685550559.886293,2.4036049842834473,2.392740488052368
delete,slice,28cc7068-2a31-4369-b4ce-588da65eb720,10734,2,5,3,0,1,1685550560.18512,1685550562.5447235,1685550562.5372884,2.3596034049987793,2.352168321609497
create,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,99114,47,72,,,,1685550573.2162163,1685550576.345245,1685550576.312768,3.129028558731079,3.0965516567230225
delete,device,9f260c4f-5ef4-4335-96fc-c6a736507fc5,31155,20,21,,,,1685550576.487864,1685550579.0000534,1685550578.993714,2.5121893882751465,2.505850076675415
create,link,2e5f5944-bc06-4774-b752-90846c2365ee,741,2,,,,,1685550579.0005834,1685550581.2432537,1685550581.2350266,2.2426702976226807,2.234443187713623
delete,slice,ec5d1823-664c-42a3-a103-ee21d2d63374,10534,2,5,3,0,2,1685550581.2438364,1685550583.6218605,1685550583.6224146,2.378024101257324,2.3785781860351562
update,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550583.6222258,1685550585.8850057,1685550585.8847926,2.262779951095581,2.2625668048858643
update,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550690.5460968,1685550692.780961,1685550692.775441,2.2348642349243164,2.229344129562378
update,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550823.9793406,1685550826.2253237,1685550826.2206693,2.245983123779297,2.241328716278076
update,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685550892.3746967,1685550894.6200345,1685550894.6142182,2.245337724685669,2.2395215034484863
update,link,e9b46e15-c039-4ae8-a130-12f6413d4c91,741,2,,,,,1685551307.2850761,1685551309.53871,1685551309.5337927,2.253633975982666,2.2487165927886963
delete,link,55626570-a1a2-47b1-91ab-46b874877970,741,2,,,,,1685550585.886329,1685550588.1781826,1685550588.1779482,2.291853666305542,2.291619300842285
create,service,08a939f5-96c5-4cf5-9600-8dda7db9540b,10228,2,5,3,,,1685550588.2011142,1685550590.707342,1685550590.6594126,2.506227731704712,2.458298444747925
get,device,661dcc5e-0a40-4afb-9919-040603a8e6df,20001,25,10,,,,1685550590.707443,1685550590.9267702,,0.21932721138000488,
get,link,05f45466-19ea-481f-89f4-4ad6d56a8733,741,2,,,,,1685550590.9272094,1685550590.9956372,,0.06842780113220215,
create,slice,f909be73-5686-41e1-a9de-e7a6214365dc,11790,2,5,3,0,2,1685550593.770059,1685550596.2376535,1685550596.2211113,2.4675943851470947,2.451052188873291
get,service,5df2cd3c-b0ec-417c-bd97-f70b411d8933,8216,2,5,3,,,1685550596.2377582,1685550596.3734918,,0.13573360443115234,
get,service,5df2cd3c-b0ec-417c-bd97-f70b411d8933,8216,2,5,3,,,1685550669.7313838,1685550669.8747811,,0.14339733123779297,
delete,service,15163e30-c7e0-412b-8b3b-4063d5744989,7653,2,5,3,,,1685550596.3742797,1685550598.6808228,1685550598.6805983,2.3065431118011475,2.306318521499634
delete,service,28b41cb0-1a2c-4bfd-8351-0d2e8b8b3c61,9382,2,5,3,,,1685550598.681143,1685550601.0575805,1685550601.0505888,2.3764374256134033,2.36944580078125
update,link,d271bc58-52fb-425d-8802-2f97d0dd0354,741,2,,,,,1685550601.0581305,1685550603.303411,1685550603.3046741,2.2452805042266846,2.2465436458587646
create,link,e3fa60ea-e185-4563-ad59-0a42b4858aaf,741,2,,,,,1685550606.404975,1685550608.6609712,1685550608.6558678,2.2559962272644043,2.2508928775787354
create,device,0284f7fc-e39c-4a2d-b9b2-709bc0e64055,13819,24,4,,,,1685550608.6667597,1685550611.213353,1685550611.2082105,2.546593189239502,2.5414507389068604
delete,link,2e5f5944-bc06-4774-b752-90846c2365ee,741,2,,,,,1685550613.7291458,1685550616.007671,1685550616.0094345,2.2785253524780273,2.2802886962890625
get,service,f9dec2ea-1ed8-445a-8715-9ac1a79227f1,9445,2,5,3,,,1685550616.083874,1685550616.22379,,0.13991594314575195,
delete,slice,f287822a-5841-45ae-96d1-19b38c272599,9120,2,5,3,1,1,1685550616.2247393,1685550618.589937,1685550618.5892851,2.3651976585388184,2.3645458221435547
delete,device,525568d8-97c0-43e4-914a-76ee7812b5f4,81435,45,53,,,,1685550618.5935695,1685550621.2725532,1685550621.2399333,2.678983688354492,2.6463637351989746
update,service,e7f4fc97-2269-4126-ac29-7f1deaef6ba3,8386,2,5,3,,,1685550621.2777705,1685550623.6757681,1685550623.6635904,2.3979976177215576,2.385819911956787
create,service,a371c75e-20ba-4ef6-8b8a-3f3e6f7113bc,9636,2,5,3,,,1685550623.6849232,1685550626.1316512,1685550626.1271868,2.446727991104126,2.442263603210449
create,slice,e97a29ff-da64-434c-a0ab-77c170ba8fc1,10048,2,5,3,1,0,1685550626.1366546,1685550628.6324508,1685550628.6319103,2.4957962036132812,2.495255708694458
get,device,39ab7e59-56c6-4e57-bdbb-d51f371f88ba,99671,11,89,,,,1685550628.8048666,1685550629.0693378,,0.26447129249572754,
create,service,3e53367a-7f68-4bd0-a45e-cd10a5da70a8,11170,2,5,3,,,1685550629.0749924,1685550631.6217895,1685550631.6210074,2.546797037124634,2.5460150241851807
delete,slice,68365487-5dd8-45c6-88e6-81395b8b03af,11266,2,5,3,1,0,1685550631.6238332,1685550634.002922,1685550634.0091488,2.379088878631592,2.3853156566619873
delete,device,39ab7e59-56c6-4e57-bdbb-d51f371f88ba,99671,11,89,,,,1685550634.0063717,1685550636.7115128,1685550636.7025926,2.705141067504883,2.696220874786377
update,link,222ed7f2-09a2-4e77-bf8c-695277d91ebc,741,2,,,,,1685550636.7121713,1685550638.9495637,1685550638.9484599,2.2373924255371094,2.236288547515869
update,link,222ed7f2-09a2-4e77-bf8c-695277d91ebc,741,2,,,,,1685550733.1400878,1685550735.3983786,1685550735.3981068,2.2582907676696777,2.258018970489502
create,link,d55d720a-ce46-4da3-91aa-5e895bc3b040,741,2,,,,,1685550638.9500895,1685550641.2041965,1685550641.1963658,2.2541069984436035,2.246276378631592
create,slice,3a0a64c6-88ef-4d25-ac3b-b57daf8b18ad,9972,2,5,3,0,2,1685550641.4984772,1685550643.936316,1685550643.9272711,2.4378387928009033,2.4287939071655273
get,link,dfedf91f-272e-4381-8d43-406b1740cc43,741,2,,,,,1685550643.9363897,1685550644.0076382,,0.07124853134155273,
get,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,10976,2,5,3,2,0,1685550644.0077531,1685550644.1426613,,0.13490819931030273,
get,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,10976,2,5,3,2,0,1685550799.0142639,1685550799.100282,,0.08601808547973633,
get,slice,3a0d00fa-b499-4ac7-89a2-c5d46d7f2695,9437,2,5,3,0,2,1685551438.343692,1685551438.4787898,,0.13509774208068848,
delete,link,cdd7dd85-2fa5-44fc-bae6-5f16c68662bb,741,2,,,,,1685550644.1430824,1685550646.3885002,1685550646.3867505,2.245417833328247,2.2436680793762207
delete,service,f9dec2ea-1ed8-445a-8715-9ac1a79227f1,9445,2,5,3,,,1685550646.3906236,1685550648.7509243,1685550648.7501757,2.3603007793426514,2.3595521450042725
update,service,fcc06dc3-937d-498a-a486-2a4418ef58eb,7961,2,5,3,,,1685550648.757892,1685550651.1578774,1685550651.1574323,2.3999855518341064,2.399540424346924
create,device,af25e5f0-f8b9-4ca8-85bf-4e829b7f425f,110912,14,94,,,,1685550656.8424258,1685550660.0756,1685550660.0590515,3.2331740856170654,3.216625690460205
delete,link,1150c44f-e2b0-4253-a0c3-99b76cc407bd,741,2,,,,,1685550660.1495445,1685550662.447578,1685550662.4450614,2.2980334758758545,2.2955169677734375
update,service,1c96b51c-6854-4198-9911-9044e0362420,10105,2,5,3,,,1685550662.4533415,1685550664.8976347,1685550664.8928156,2.444293260574341,2.439474105834961
update,service,1c96b51c-6854-4198-9911-9044e0362420,8966,2,5,3,,,1685551071.3559587,1685551073.7460334,1685551073.7401352,2.3900747299194336,2.38417649269104
update,slice,e97a29ff-da64-434c-a0ab-77c170ba8fc1,10287,2,5,3,2,2,1685550667.2814002,1685550669.7312977,1685550669.7310052,2.449897527694702,2.4496049880981445
delete,service,5df2cd3c-b0ec-417c-bd97-f70b411d8933,8216,2,5,3,,,1685550669.8755403,1685550672.1812778,1685550672.1757388,2.3057374954223633,2.300198554992676
delete,slice,d462c4e3-9ab0-41a3-9cb5-2f4416f50e65,9721,2,5,3,0,0,1685550672.1817918,1685550674.5538025,1685550674.548111,2.3720107078552246,2.366319179534912
create,device,b522fa4b-ead4-4e0e-998f-5590367daacd,33037,2,31,,,,1685550674.5787737,1685550677.2432566,1685550677.1813717,2.664482831954956,2.602597951889038
delete,device,07f42867-85af-4567-a785-7bc866a07f22,51375,40,28,,,,1685550677.2487116,1685550679.8465586,1685550679.7962077,2.5978469848632812,2.5474960803985596
get,device,577ed428-fb34-4498-9755-a5b0eb7924aa,43004,2,35,,,,1685550679.8466856,1685550680.1492171,,0.30253148078918457,
create,link,610fb821-120d-4846-a650-194e83c8222a,741,2,,,,,1685550680.1498158,1685550682.408157,1685550682.4079137,2.2583413124084473,2.2580978870391846
create,service,d42815ac-d056-4f85-8424-df9bcfa69713,9662,2,5,3,,,1685550682.4136198,1685550684.8981965,1685550684.89754,2.48457670211792,2.4839203357696533
create,slice,256915b4-c08b-4db0-a87f-692a25b85c96,9830,2,5,3,1,2,1685550684.9063177,1685550687.3418984,1685550687.3351996,2.4355807304382324,2.428881883621216
update,device,6714973a-47d2-42ea-b3ae-d534417ef4a1,99878,21,80,,,,1685550687.4231057,1685550690.5455794,1685550690.53904,3.12247371673584,3.115934371948242
update,device,6714973a-47d2-42ea-b3ae-d534417ef4a1,52294,35,31,,,,1685550735.4350543,1685550738.2521186,1685550738.2004693,2.8170642852783203,2.7654149532318115
update,device,6714973a-47d2-42ea-b3ae-d534417ef4a1,71122,31,52,,,,1685550962.902186,1685550965.849191,1685550965.7813506,2.947005033493042,2.879164695739746
get,slice,e97a29ff-da64-434c-a0ab-77c170ba8fc1,10287,2,5,3,2,2,1685550695.1579986,1685550695.2884676,,0.13046908378601074,
delete,link,ef571839-bf44-494f-ab2e-c174d45d7be8,741,2,,,,,1685550695.2891338,1685550697.57811,1685550697.5727446,2.2889761924743652,2.2836108207702637
delete,device,99deb416-cc4c-431d-b6f4-49d259892872,95732,21,79,,,,1685550697.582332,1685550700.2675889,1685550700.2596369,2.6852569580078125,2.677304983139038
update,slice,eb68b280-9e62-42d8-ba6b-2a5f80ec9762,10675,2,5,3,0,2,1685550700.272134,1685550702.7659228,1685550702.7163594,2.493788719177246,2.444225311279297
create,service,681e1b10-7724-40b8-a396-916e7359b7cd,10537,2,5,3,,,1685550702.846387,1685550705.3481965,1685550705.3467093,2.501809597015381,2.5003223419189453
create,link,1d420a47-6210-41b6-a6d3-b5308c854b0a,741,2,,,,,1685550705.349473,1685550707.6111765,1685550707.6077607,2.2617034912109375,2.2582876682281494
delete,slice,aea81204-2f55-40a1-b304-97dc970e8ad4,10404,2,5,3,0,2,1685550710.6097653,1685550712.9700482,1685550712.9684577,2.3602828979492188,2.3586924076080322
create,device,1d03df33-0ddb-4aff-82e3-622ecd9c8e40,101978,35,78,,,,1685550713.0316927,1685550716.1845834,1685550716.1318634,3.152890682220459,3.100170612335205
create,slice,29b61621-7a69-4d6d-840a-d46afcc736c8,9034,2,5,3,1,2,1685550716.190619,1685550718.6035244,1685550718.5868027,2.41290545463562,2.396183729171753
delete,service,d42815ac-d056-4f85-8424-df9bcfa69713,9662,2,5,3,,,1685550718.6039236,1685550720.9696257,1685550720.9592001,2.3657021522521973,2.355276584625244
create,link,c0a4648c-d9dc-4056-9d26-2383affdc25b,741,2,,,,,1685550720.9702196,1685550723.2578056,1685550723.2516484,2.287585973739624,2.281428813934326
get,device,b522fa4b-ead4-4e0e-998f-5590367daacd,33037,2,31,,,,1685550723.257938,1685550723.4602132,,0.20227527618408203,
get,device,b522fa4b-ead4-4e0e-998f-5590367daacd,33037,2,31,,,,1685550750.859701,1685550751.0105183,,0.1508173942565918,
get,device,b522fa4b-ead4-4e0e-998f-5590367daacd,33037,2,31,,,,1685551124.4229808,1685551124.67701,,0.2540292739868164,
get,link,aa9a1963-99a7-4ac4-a548-8c45a89f302c,741,2,,,,,1685550725.922769,1685550725.9938045,,0.07103538513183594,
